,OptimalSolution,ReducedCosts,MinValue,MaxValue,Span,MinStatus,MaxStstus
R_LEUtex_dleu_time35,0.0010832384822273167,0.0,0.0,0.018557375597937183,0.0185573756,1.0,1.0
R_LEUtex_dleu_time36,0.0005148052091560988,0.0,0.0,0.018557375597937173,0.0185573756,1.0,1.0
R_LEUtex_dleu_time37,0.0,0.0,0.0,0.018557375597937176,0.0185573756,1.0,1.0
R_LEUtex_dleu_time38,0.0,0.0,0.0,0.018557375597937176,0.0185573756,1.0,1.0
R_LEUtex_dleu_time39,0.0,0.0,0.0,0.01855737559793717,0.0185573756,1.0,1.0
R_LEUtex_dleu_time40,0.0,0.0,0.0,0.01855737559793717,0.0185573756,1.0,1.0
R_LEUtex_dleu_time41,0.0011085704291101295,0.0,0.0,0.018557375651667,0.0185573757,1.0,1.0
R_LEUtex_dleu_time42,0.0,0.0,0.0,0.018557375651667,0.0185573757,1.0,1.0
R_LEUtex_dleu_time43,0.0,0.0,0.0,0.01855737559793717,0.0185573756,1.0,1.0
R_LEUtex_dleu_time44,0.006429768947730066,0.0,0.0,0.01855737559793717,0.0185573756,1.0,1.0
R_LEUtex_dlys_time00,-0.0002122500332184404,0.0,-0.0040766718228264255,0.0,0.0040766718,1.0,1.0
R_LEUtex_dlys_time01,0.00017227109810682387,0.0,-0.008153343645652851,0.00045091331273621225,0.008604257,1.0,1.0
R_LEUtex_dlys_time02,-0.00022049385888913182,0.0,-0.012230015468479277,0.0006762828673550726,0.0129062983,1.0,1.0
R_LEUtex_dlys_time03,0.0,0.0,-0.0163066872913057,0.000901652421973934,0.0172083397,1.0,1.0
R_LEUtex_dlys_time04,-0.000999467597688132,0.0,-0.020383359114132128,0.001127021976592794,0.0215103811,1.0,1.0
R_LEUtex_dlys_time05,0.000365356929745628,0.0,-0.024460030936958553,0.0013523915312116557,0.0258124225,1.0,1.0
R_LEUtex_dlys_time06,0.0,0.0,-0.028536702759784986,0.0015777610858305174,0.0301144638,1.0,1.0
R_LEUtex_dlys_time07,0.0,0.0,-0.03261337458261151,0.0018031306404493789,0.0344165052,1.0,1.0
R_LEUtex_dlys_time08,-0.0011403596059668879,0.0,-0.03669004640543784,0.002028500195068241,0.0387185466,1.0,1.0
R_LEUtex_dlys_time09,0.0,0.0,-0.04076671822826422,0.0022538697496870975,0.043020588,1.0,1.0
R_LEUtex_dlys_time10,0.0,0.0,-0.04490366348131479,0.00247923930430596,0.0473829028,1.0,1.0
R_LEUtex_dlys_time11,0.0003204148395366818,0.0,-0.049300507575264774,0.002712023113269801,0.0520125307,1.0,1.0
R_LEUtex_dlys_time12,-0.0002053369202177358,0.0,-0.053980848760112124,0.002964017897016065,0.0569448667,1.0,1.0
R_LEUtex_dlys_time13,0.0,0.0,-0.0590385266686701,0.003239461709504976,0.0622779884,1.0,1.0
R_LEUtex_dlys_time14,-0.0004965960181108034,0.0,-0.06449800945035046,0.0035405028610529686,0.0680385123,1.0,1.0
R_LEUtex_dlys_time15,-0.0003074466135654998,0.0,-0.0704920195150894,0.0038695187045330376,0.0743615382,1.0,1.0
R_LEUtex_dlys_time16,-0.00021314181134330154,0.0,-0.07704280189389273,0.0042291115210757865,0.0812719134,1.0,1.0
R_LEUtex_dlys_time17,0.0,0.0,-0.08420277165135215,0.0046221447951465995,0.0888249164,1.0,1.0
R_LEUtex_dlys_time18,-0.0005616464677168944,0.0,-0.09202682289384642,0.00505164779543634,0.0970784707,1.0,1.0
R_LEUtex_dlys_time19,-0.0002695009571250646,0.0,-0.10057881215251926,0.005521092544586805,0.1060999047,1.0,1.0
R_LEUtex_dlys_time20,-0.00014424637726047617,0.0,-0.10992878409961898,0.006034163258875012,0.1159629474,1.0,1.0
R_LEUtex_dlys_time21,-0.00078833807807117,0.0,-0.12014080031689589,0.006595661826896171,0.1267364621,1.0,1.0
R_LEUtex_dlys_time22,0.00017327237098374533,0.0,-0.13130854101000217,0.0072085659999096725,0.138517107,1.0,1.0
R_LEUtex_dlys_time23,-0.0003681816001997407,0.0,-0.14350752486251125,0.007877770045882172,0.1513852949,1.0,1.0
R_LEUtex_dlys_time24,0.0,0.0,-0.15685800763983276,0.008609643588528277,0.1654676512,1.0,1.0
R_LEUtex_dlys_time25,0.0,0.0,-0.17142022558742342,0.009409731210701381,0.1808299568,1.0,1.0
R_LEUtex_dlys_time26,0.0,0.0,-0.18734869114524638,0.010284268924072023,0.1976329601,1.0,1.0
R_LEUtex_dlys_time27,-0.0011441189044002797,0.0,-0.20475885516814327,0.01123986930542267,0.2159987245,1.0,1.0
R_LEUtex_dlys_time28,-0.0012427403029185438,0.0,-0.22378696593568964,0.012285446389569805,0.2360724123,1.0,1.0
R_LEUtex_dlys_time29,0.0,0.0,-0.24458327239239908,0.013425959105533089,0.2580092315,1.0,1.0
R_LEUtex_dlys_time30,0.0,0.0,-0.2673122002732424,0.014673622812324443,0.2819858231,1.0,1.0
R_LEUtex_dlys_time31,-0.0015525904501309934,0.0,-0.2921540338341451,0.01603723077246835,0.3081912646,1.0,1.0
R_LEUtex_dlys_time32,0.0,0.0,-0.3193092617087008,0.01752999987844086,0.3368392616,1.0,1.0
R_LEUtex_dlys_time33,-0.0022690038164838787,0.0,-0.34897237994114283,0.018834124393382997,0.3678065043,1.0,1.0
R_LEUtex_dlys_time34,0.0016831516452205193,0.0,-0.38140109793211097,0.018834124393383004,0.4002352223,1.0,1.0
R_LEUtex_dlys_time35,-0.0015980436913834155,0.0,-0.41685149343363076,0.018834124393383087,0.4356856178,1.0,1.0
R_LEUtex_dlys_time36,0.0,0.0,-0.4555555919607429,0.018834124402062825,0.4743897164,1.0,1.0
R_LEUtex_dlys_time37,-0.0008297788420237566,0.0,-0.49786023254157863,0.018834124393383004,0.5166943569,1.0,1.0
R_LEUtex_dlys_time38,0.0008297788420237566,0.0,-0.5441248335783321,0.01883412439338302,0.562958958,1.0,1.0
R_LEUtex_dlys_time39,0.0,0.0,-0.5946234018820187,0.018834124393383004,0.6134575263,1.0,1.0
R_LEUtex_dlys_time40,0.0,0.0,-0.6498414313187584,0.018834124393383004,0.6686755557,1.0,1.0
R_LEUtex_dlys_time41,-0.0011085704291101295,0.0,-0.7102238599428139,0.018834124393383007,0.7290579843,1.0,1.0
R_LEUtex_dlys_time42,0.0,0.0,-0.7755189412806104,0.018834124393382997,0.7943530657,1.0,1.0
R_LEUtex_dlys_time43,0.0,0.0,-0.8422555689045432,0.018834124393382223,0.8610896933,1.0,1.0
R_LEUtex_dlys_time44,-0.006429768947730066,0.0,-0.9092722863691127,0.018834124402062825,0.9281064108,1.0,1.0
R_LYStex_dleu_time00,0.0,0.0,-0.0041457599996156,0.0,0.00414576,1.0,1.0
R_LYStex_dleu_time01,-0.0001312396023757202,0.0,-0.008282933332565315,0.004145759999615599,0.0124286933,1.0,1.0
R_LYStex_dleu_time02,0.0,0.0,-0.012420106665515055,0.0082915199992312,0.0207116267,1.0,1.0
R_LYStex_dleu_time03,-0.00012546491761279363,0.0,-0.0165572799984648,0.012437279998846803,0.02899456,1.0,1.0
R_LYStex_dleu_time04,0.0,0.0,-0.02069445333141452,0.016583039998462393,0.0372774933,1.0,1.0
R_LYStex_dleu_time05,-0.00027833628920909993,0.0,-0.024826256810631102,0.020728799998078012,0.0455550568,1.0,1.0
R_LYStex_dleu_time06,0.0,0.0,-0.02895105783936233,0.024874559997693602,0.0538256178,1.0,1.0
R_LYStex_dleu_time07,0.0,0.0,-0.033075858951326934,0.0290203199973092,0.0620961789,1.0,1.0
R_LYStex_dleu_time08,-0.00018769618580943785,0.0,-0.03720066006329153,0.03316608054631503,0.0703667406,1.0,1.0
R_LYStex_dleu_time09,0.0,0.0,-0.04132546117525613,0.0373118399965404,0.0786373012,1.0,1.0
R_LYStex_dleu_time10,0.0,0.0,-0.04545094949130275,0.041457599996156,0.0869085495,1.0,1.0
R_LYStex_dleu_time11,-0.00024409849706767854,0.0,-0.04970918120807137,0.0456033599957716,0.0953125412,1.0,1.0
R_LYStex_dleu_time12,0.0,0.0,-0.05432861565933976,0.04984124376569919,0.1041698594,1.0,1.0
R_LYStex_dleu_time13,-0.0005406926150247477,0.0,-0.05938674346096376,0.05447679991311056,0.1138635434,1.0,1.0
R_LYStex_dleu_time14,0.0,0.0,-0.06489521828786914,0.05953836788032009,0.1244335862,1.0,1.0
R_LYStex_dleu_time15,0.0,0.0,-0.07093101362166869,0.06506765657691345,0.1359986702,1.0,1.0
R_LYStex_dleu_time16,0.0,0.0,-0.0775173898588078,0.07111431464308819,0.1486317045,1.0,1.0
R_LYStex_dleu_time17,-0.0006752414696142468,0.0,-0.08472056538947355,0.07772292912683505,0.1624434945,1.0,1.0
R_LYStex_dleu_time18,0.0,0.0,-0.09259667559573169,0.08494563110912205,0.1775423067,1.0,1.0
R_LYStex_dleu_time19,-0.0003456513585007323,0.0,-0.10120108023844158,0.09283957482469973,0.1940406551,1.0,1.0
R_LYStex_dleu_time20,-7.864272622201498e-05,0.0,-0.11060251392737594,0.10146706678471325,0.2120695807,1.0,1.0
R_LYStex_dleu_time21,-0.000269938781770601,0.0,-0.12089479912968697,0.11089632014562732,0.2317911193,1.0,1.0
R_LYStex_dleu_time22,-0.00013200239227884882,0.0,-0.13211402747046588,0.12122429746530328,0.2533383249,1.0,1.0
R_LYStex_dleu_time23,0.0,0.0,-0.14439127837585458,0.13246501527477597,0.2768562937,1.0,1.0
R_LYStex_dleu_time24,-0.000720805738389488,0.0,-0.1578094684000335,0.14477753371766797,0.3025870021,1.0,1.0
R_LYStex_dleu_time25,-0.0008057164880246338,0.0,-0.17247454983614408,0.15824708968646814,0.3307216395,1.0,1.0
R_LYStex_dleu_time26,-0.0008172848490024279,0.0,-0.18852490318485648,0.1729385722885152,0.3614634755,1.0,1.0
R_LYStex_dleu_time27,-4.962841184408892e-05,0.0,-0.20601985574050408,0.1890032669877414,0.3950231227,1.0,1.0
R_LYStex_dleu_time28,0.0,0.0,-0.22516511615566778,0.20656718942031896,0.4317323056,1.0,1.0
R_LYStex_dleu_time29,-0.0011603128066174128,0.0,-0.2460895303084505,0.22576697073913346,0.471856501,1.0,1.0
R_LYStex_dleu_time30,-0.0005937459297289562,0.0,-0.26895843353268595,0.24674331723448972,0.5157017508,1.0,1.0
R_LYStex_dleu_time31,-0.0006782245323628729,0.0,-0.2939525256425445,0.2696792311837489,0.5636317568,1.0,1.0
R_LYStex_dleu_time32,0.0,0.0,-0.3212692987413959,0.2947390448860921,0.6160083436,1.0,1.0
R_LYStex_dleu_time33,-0.0012247018766490428,0.0,-0.3511245977158231,0.32212281602427967,0.6732474137,1.0,1.0
R_LYStex_dleu_time34,-0.0012822589226186064,0.0,-0.3837633114276293,0.35205743167714404,0.7358207431,1.0,1.0
R_LYStex_dleu_time35,0.0,0.0,-0.4194029462952274,0.3847738472203259,0.8041767935,1.0,1.0
R_LYStex_dleu_time36,0.0,0.0,-0.45835113081719747,0.4205120249445666,0.8788631558,1.0,1.0
R_LYStex_dleu_time37,-0.0006511352386842439,0.0,-0.5009160283182414,0.45956291793070503,0.9604789462,1.0,1.0
R_LYStex_dleu_time38,0.0,0.0,-0.5474337261451874,0.5022403441867149,1.0496740703,1.0,1.0
R_LYStex_dleu_time39,0.0,0.0,-0.5982713021329182,0.5488810249527462,1.1471523271,1.0,1.0
R_LYStex_dleu_time40,-0.002555274913066456,0.0,-0.6538299228953428,0.599853004722326,1.2536829276,1.0,1.0
R_LYStex_dleu_time41,-0.0008001218721495153,0.0,-0.7145480094887666,0.655637363746018,1.3701853732,1.0,1.0
R_LYStex_dleu_time42,0.0,0.0,-0.7806458467727426,0.7164371230612119,1.4970829698,1.0,1.0
R_LYStex_dleu_time43,0.0,0.0,-0.8481620044678188,0.7826154347702476,1.6307774392,1.0,1.0
R_LYStex_dleu_time44,0.0,0.0,-0.915684658342264,0.8504830614365296,1.7661677198,1.0,1.0
R_LYStex_dlys_time00,0.0,0.0,0.0,0.0041457599996156,0.00414576,1.0,1.0
R_LYStex_dlys_time01,0.0001312396023757202,0.0,0.0,0.008291519999231198,0.00829152,1.0,1.0
R_LYStex_dlys_time02,0.0,0.0,0.0,0.012437280090412084,0.0124372801,1.0,1.0
R_LYStex_dlys_time03,0.00012546491761279363,0.0,0.0,0.0165830399984624,0.01658304,1.0,1.0
R_LYStex_dlys_time04,0.0,0.0,0.0,0.020728799998078005,0.0207288,1.0,1.0
R_LYStex_dlys_time05,0.00027833628920909993,0.0,0.0,0.0248745599976936,0.02487456,1.0,1.0
R_LYStex_dlys_time06,0.0,0.0,0.0,0.029020319997309224,0.02902032,1.0,1.0
R_LYStex_dlys_time07,0.0,0.0,0.0,0.03316607999692479,0.03316608,1.0,1.0
R_LYStex_dlys_time08,0.00018769618580943785,0.0,0.0,0.0373118399965404,0.03731184,1.0,1.0
R_LYStex_dlys_time09,0.0,0.0,0.0,0.04145759999615599,0.0414576,1.0,1.0
R_LYStex_dlys_time10,0.0,0.0,0.0,0.0456033599957716,0.04560336,1.0,1.0
R_LYStex_dlys_time11,0.00024409849706767854,0.0,0.0,0.049841250646286125,0.0498412506,1.0,1.0
R_LYStex_dlys_time12,0.0,0.0,0.0,0.05447296867891521,0.0544729687,1.0,1.0
R_LYStex_dlys_time13,0.0005406926150247477,0.0,0.0,0.05953507952422564,0.0595350795,1.0,1.0
R_LYStex_dlys_time14,0.0,0.0,0.0,0.06507501032982427,0.0650750103,1.0,1.0
R_LYStex_dlys_time15,0.0,0.0,0.0,0.07111430805265123,0.0711143081,1.0,1.0
R_LYStex_dlys_time16,0.0,0.0,0.0,0.07772290382133812,0.0777229038,1.0,1.0
R_LYStex_dlys_time17,0.0006752414696142468,0.0,0.0,0.08494563731167555,0.0849456373,1.0,1.0
R_LYStex_dlys_time18,0.0,0.0,0.0,0.09283956198179912,0.092839562,1.0,1.0
R_LYStex_dlys_time19,0.0003456513585007323,0.0,0.0,0.10146707012958125,0.1014670701,1.0,1.0
R_LYStex_dlys_time20,7.864272622201498e-05,0.0,0.0,0.11089632186345011,0.1108963219,1.0,1.0
R_LYStex_dlys_time21,0.000269938781770601,0.0,0.0,0.12120182647966543,0.1212018265,1.0,1.0
R_LYStex_dlys_time22,0.00013200239227884882,0.0,0.0,0.1324650307270158,0.1324650307,1.0,1.0
R_LYStex_dlys_time23,0.0,0.0,0.0,0.1447749000842964,0.1447749001,1.0,1.0
R_LYStex_dlys_time24,0.000720805738389488,0.0,0.0,0.15824187996855166,0.15824188,1.0,1.0
R_LYStex_dlys_time25,0.0008057164880246338,0.0,0.0,0.17293276358305182,0.1729327636,1.0,1.0
R_LYStex_dlys_time26,0.0008172848490024279,0.0,0.0,0.1890037990290327,0.189003799,1.0,1.0
R_LYStex_dlys_time27,4.962841184408892e-05,0.0,0.0,0.20657201594434083,0.2065720159,1.0,1.0
R_LYStex_dlys_time28,0.0,0.0,0.0,0.225776520973628,0.225776521,1.0,1.0
R_LYStex_dlys_time29,0.0011603128066174128,0.0,0.0,0.24674331843760705,0.2467433184,1.0,1.0
R_LYStex_dlys_time30,0.0005937459297289562,0.0,0.0,0.26967298094214653,0.2696729809,1.0,1.0
R_LYStex_dlys_time31,0.0006782245323628729,0.0,0.0,0.294733470357666,0.2947334704,1.0,1.0
R_LYStex_dlys_time32,0.0,0.0,0.0,0.3221228160242793,0.322122816,1.0,1.0
R_LYStex_dlys_time33,0.0012247018766490428,0.0,0.0,0.35206128735744113,0.3520612874,1.0,1.0
R_LYStex_dlys_time34,0.0012822589226186064,0.0,0.0,0.3847738472203259,0.3847738472,1.0,1.0
R_LYStex_dlys_time35,0.0,0.0,0.0,0.42051314397042727,0.420513144,1.0,1.0
R_LYStex_dlys_time36,0.0,0.0,0.0,0.4595853906836237,0.4595853907,1.0,1.0
R_LYStex_dlys_time37,1.8992955482127934e-05,0.0,0.0,0.5022457191392339,0.5022457191,1.0,1.0
R_LYStex_dlys_time38,0.000632142283202116,0.0,0.0,0.5488938414690323,0.5488938415,1.0,1.0
R_LYStex_dlys_time39,0.0,0.0,0.0,0.5998530047223265,0.5998530047,1.0,1.0
R_LYStex_dlys_time40,0.002555274913066456,0.0,0.0,0.6555996965378379,0.6555996965,1.0,1.0
R_LYStex_dlys_time41,0.0,0.0,0.0,0.7164390159566597,0.716439016,1.0,1.0
R_LYStex_dlys_time42,0.0008001218721495153,0.0,0.0,0.7826702370916047,0.7826702371,1.0,1.0
R_LYStex_dlys_time43,0.0,0.0,0.0,0.8505378637578875,0.8505378638,1.0,1.0
R_LYStex_dlys_time44,0.0,0.0,0.0,0.9184054904241694,0.9184054904,1.0,1.0
R_GLCtex_copy1_dleu_time00,0.002680016266,0.0,0.0,0.002680016266,0.0026800163,1.0,1.0
R_GLCtex_copy1_dleu_time01,0.002680016266,0.0,0.0,0.0031818339469254628,0.0031818339,1.0,1.0
R_GLCtex_copy1_dleu_time02,0.0027687597401656306,0.0,0.0,0.0037305887111310906,0.0037305887,1.0,1.0
R_GLCtex_copy1_dleu_time03,0.0032582022682214173,0.0,0.0,0.004329703471268006,0.0043297035,1.0,1.0
R_GLCtex_copy1_dleu_time04,0.0032582022682214173,0.0,0.0,0.00498491824866825,0.0049849182,1.0,1.0
R_GLCtex_copy1_dleu_time05,0.0034227343608187245,0.0,0.0,0.005700978798140185,0.0057009788,1.0,1.0
R_GLCtex_copy1_dleu_time06,0.0034227343608187245,0.0,0.0,0.006483366209031813,0.0064833662,1.0,1.0
R_GLCtex_copy1_dleu_time07,0.003642988485160456,0.0,0.0,0.00733862615816787,0.0073386262,1.0,1.0
R_GLCtex_copy1_dleu_time08,0.004665773118260272,0.0,0.0,0.008273774952135686,0.008273775,1.0,1.0
R_GLCtex_copy1_dleu_time09,0.004665773118260272,0.0,0.0,0.009294967810366143,0.0092949678,1.0,1.0
R_GLCtex_copy1_dleu_time10,0.0053770158253339286,0.0,0.0,0.010411507647539007,0.0104115076,1.0,1.0
R_GLCtex_copy1_dleu_time11,0.006253442220323942,0.0,0.0,0.011631806638749437,0.0116318066,1.0,1.0
R_GLCtex_copy1_dleu_time12,0.006485850291246303,0.0,0.0,0.012965507039193512,0.012965507,1.0,1.0
R_GLCtex_copy1_dleu_time13,0.006941648116368913,0.0,0.0,0.014423147151130605,0.0144231472,1.0,1.0
R_GLCtex_copy1_dleu_time14,0.006941648116368913,0.0,0.0,0.016016247450052493,0.0160162475,1.0,1.0
R_GLCtex_copy1_dleu_time15,0.008043970021165369,0.0,0.0,0.01775738765201247,0.0177573877,1.0,1.0
R_GLCtex_copy1_dleu_time16,0.008726426433075467,0.0,0.0,0.019660333018025222,0.019660333,1.0,1.0
R_GLCtex_copy1_dleu_time17,0.009199549210752053,0.0,0.0,0.021740117953519416,0.021740118,1.0,1.0
R_GLCtex_copy1_dleu_time18,0.009199549210752053,0.0,0.0,0.024013175639615504,0.0240131756,1.0,1.0
R_GLCtex_copy1_dleu_time19,0.01044626723010143,0.0,0.0,0.026497466758443472,0.0264974668,1.0,1.0
R_GLCtex_copy1_dleu_time20,0.011044493550023881,0.0,0.0,0.029212621063958433,0.0292126211,1.0,1.0
R_GLCtex_copy1_dleu_time21,0.011364685286451131,0.0,0.0,0.0321800924874502,0.0321800925,1.0,1.0
R_GLCtex_copy1_dleu_time22,0.011364685286451131,0.0,0.0,0.03542332866796693,0.0354233287,1.0,1.0
R_GLCtex_copy1_dleu_time23,0.012729980973659622,0.0,0.0,0.03896795616953817,0.0389679562,1.0,1.0
R_GLCtex_copy1_dleu_time24,0.013547254226045283,0.0,0.0,0.0428419830929627,0.0428419831,1.0,1.0
R_GLCtex_copy1_dleu_time25,0.013547254226045283,0.0,0.0,0.04387285888073291,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time26,0.013547254226045283,0.0,0.0,0.043872858880732904,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time27,0.013547254226045283,0.0,0.0,0.0438728588807329,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time28,0.0160869188307074,0.0,0.0,0.04387285888073288,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time29,0.018845498859383414,0.0,0.0,0.04387285888073289,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time30,0.018845498859383414,0.0,0.0,0.043872858880732925,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time31,0.018845498859383414,0.0,0.0,0.04387285888073285,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time32,0.019993145930708646,0.0,0.0,0.043872858880732904,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time33,0.022291870557787394,0.0,0.0,0.04387285888073289,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time34,0.022291870557787394,0.0,0.0,0.04387285888073292,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time35,0.02359231932862726,0.0,0.0,0.043872858880732925,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time36,0.025996844261429296,0.0,0.0,0.04387285888073291,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time37,0.027139586124150936,0.0,0.0,0.04387285888073265,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time38,0.027139586124150936,0.0,0.0,0.043872858880732904,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time39,0.027139586124150936,0.0,0.0,0.04387285888073295,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time40,0.027139586124150936,0.0,0.0,0.04387285888073287,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time41,0.027139586124150936,0.0,0.0,0.043872858880732925,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time42,0.02960034179365178,0.0,0.0,0.04387285888073292,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time43,0.02960034179365178,0.0,0.0,0.04387285888073289,0.0438728589,1.0,1.0
R_GLCtex_copy1_dleu_time44,0.02960034179365178,0.0,0.0,0.043872858880732904,0.0438728589,1.0,1.0
R_GLCtex_copy1_dlys_time00,0.0027199837334993047,0.0,0.0,0.0027199837334993047,0.0027199837,1.0,1.0
R_GLCtex_copy1_dlys_time01,0.0027199837334993047,0.0,0.0,0.003221456144125838,0.0032214561,1.0,1.0
R_GLCtex_copy1_dlys_time02,0.003102383507321333,0.0,0.0,0.0037698010533367735,0.0037698011,1.0,1.0
R_GLCtex_copy1_dlys_time03,0.003102383507321333,0.0,0.0,0.004368930670767294,0.0043689307,1.0,1.0
R_GLCtex_copy1_dlys_time04,0.0034679572765893797,0.0,0.0,0.0050229898922101186,0.0050229899,1.0,1.0
R_GLCtex_copy1_dlys_time05,0.0034679572765893797,0.0,0.0,0.005738616174100858,0.0057386162,1.0,1.0
R_GLCtex_copy1_dlys_time06,0.004278960450275569,0.0,0.0,0.006520103642485725,0.0065201036,1.0,1.0
R_GLCtex_copy1_dlys_time07,0.004278960450275569,0.0,0.0,0.007374743617072334,0.0073747436,1.0,1.0
R_GLCtex_copy1_dlys_time08,0.004278960450275569,0.0,0.0,0.0083081883261556,0.0083081883,1.0,1.0
R_GLCtex_copy1_dlys_time09,0.004825860758578127,0.0,0.0,0.00932861063018605,0.0093286106,1.0,1.0
R_GLCtex_copy1_dlys_time10,0.004825860758578127,0.0,0.0,0.01044389954434199,0.0104438995,1.0,1.0
R_GLCtex_copy1_dlys_time11,0.004825860758578127,0.0,0.0,0.01166254324101849,0.0116625432,1.0,1.0
R_GLCtex_copy1_dlys_time12,0.005537103465651783,0.0,0.0,0.01299446638925253,0.0129944664,1.0,1.0
R_GLCtex_copy1_dlys_time13,0.005537103465651783,0.0,0.0,0.014450081315767737,0.0144500813,1.0,1.0
R_GLCtex_copy1_dlys_time14,0.007112548148124823,0.0,0.0,0.016040872302692466,0.0160408723,1.0,1.0
R_GLCtex_copy1_dlys_time15,0.007112548148124823,0.0,0.0,0.017779464018460825,0.017779464,1.0,1.0
R_GLCtex_copy1_dlys_time16,0.007112548148124823,0.0,0.0,0.019679878773926567,0.0196798788,1.0,1.0
R_GLCtex_copy1_dlys_time17,0.007112548148124823,0.0,0.0,0.021755770247950366,0.0217557702,1.0,1.0
R_GLCtex_copy1_dlys_time18,0.009080034947700134,0.0,0.0,0.02402501408025191,0.0240250141,1.0,1.0
R_GLCtex_copy1_dlys_time19,0.009080034947700134,0.0,0.0,0.026504975261976177,0.0265049753,1.0,1.0
R_GLCtex_copy1_dlys_time20,0.010087177600674296,0.0,0.0,0.029215247124384114,0.0292152471,1.0,1.0
R_GLCtex_copy1_dlys_time21,0.010316323073349164,0.0,0.0,0.03217721386026078,0.0321772139,1.0,1.0
R_GLCtex_copy1_dlys_time22,0.011102857985268165,0.0,0.0,0.03541423384025585,0.0354142338,1.0,1.0
R_GLCtex_copy1_dlys_time23,0.011487480340393015,0.0,0.0,0.03895186632795345,0.0389518663,1.0,1.0
R_GLCtex_copy1_dlys_time24,0.011487480340393015,0.0,0.0,0.04281802198077653,0.042818022,1.0,1.0
R_GLCtex_copy1_dlys_time25,0.013587730160875207,0.0,0.0,0.04452714109949929,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time26,0.01593538892551575,0.0,0.0,0.04452714109949929,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time27,0.01831675503566268,0.0,0.0,0.0445271410994993,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time28,0.018461359965278326,0.0,0.0,0.0445271410994993,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time29,0.018461359965278326,0.0,0.0,0.04452714109949928,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time30,0.021842224786424634,0.0,0.0,0.04452714109949935,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time31,0.023572253719201314,0.0,0.0,0.044527141099499304,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time32,0.02554843242655234,0.0,0.0,0.04452714109949935,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time33,0.02554843242655234,0.0,0.0,0.04452714109949933,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time34,0.02911691108811715,0.0,0.0,0.04452714109949929,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time35,0.03285309676008279,0.0,0.0,0.044527141099499304,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time36,0.03285309676008279,0.0,0.0,0.04452714109949932,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time37,0.03285309676008279,0.0,0.0,0.04452714109949932,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time38,0.03290843753945962,0.0,0.0,0.04452714109949931,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time39,0.03475034395904621,0.0,0.0,0.044527141099499304,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time40,0.03475034395904621,0.0,0.0,0.044527141099499304,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time41,0.04219578368243331,0.0,0.0,0.044527141099499304,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time42,0.04219578368243331,0.0,0.0,0.04452714109949931,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time43,0.0445271411187664,0.0,0.0,0.0445271411187664,0.0445271411,1.0,1.0
R_GLCtex_copy1_dlys_time44,0.0445271411187664,0.0,0.0,0.0445271411187664,0.0445271411,1.0,1.0
